country,threshold,area_Mha,region,subregion,FAO_2000_Mha,deviation_Mha,deviation_%,bin,estimation
Peru,20,78.54233108379154,Americas,South America,74.045,4.497331083791536,6.07378092213051,High (> 37 Mha),underestimated
Peru,30,78.09795942863168,Americas,South America,74.045,4.052959428631681,5.4736436337790275,High (> 37 Mha),underestimated
Peru,40,77.70868098662032,Americas,South America,74.045,3.663680986620321,4.947911387156892,High (> 37 Mha),underestimated
Peru,50,76.83826921971219,Americas,South America,74.045,2.7932692197121867,3.772394111300137,High (> 37 Mha),underestimated
Philippines,10,19.320893504036142,Asia and the Pacific,Southeast Asia,7.309,12.011893504036141,164.343870625751,Medium (4-37 Mha),underestimated
Philippines,20,18.752022385596845,Asia and the Pacific,Southeast Asia,7.309,11.443022385596844,156.56071125457441,Medium (4-37 Mha),underestimated
Philippines,30,18.18425476122785,Asia and the Pacific,Southeast Asia,7.309,10.87525476122785,148.79264962686892,Medium (4-37 Mha),underestimated
Philippines,40,17.776362928820536,Asia and the Pacific,Southeast Asia,7.309,10.467362928820535,143.2119705680741,Medium (4-37 Mha),underestimated
Philippines,50,16.983960255985032,Asia and the Pacific,Southeast Asia,7.309,9.674960255985031,132.37050562299945,Medium (4-37 Mha),underestimated
Poland,10,11.2118599012382,Europe,Eastern Europe,9.059,2.1528599012382,23.764873620026496,Medium (4-37 Mha),underestimated
Poland,20,10.808599891975868,Europe,Eastern Europe,9.059,1.749599891975869,19.313388806445182,Medium (4-37 Mha),underestimated
Poland,30,10.465164398128032,Europe,Eastern Europe,9.059,1.4061643981280323,15.522291623005104,Medium (4-37 Mha),underestimated
Poland,40,10.182379220873374,Europe,Eastern Europe,9.059,1.1233792208733746,12.400697879162983,Medium (4-37 Mha),underestimated
Poland,50,9.55028198624352,Europe,Eastern Europe,9.059,0.4912819862435214,5.423137059758488,Medium (4-37 Mha),underestimated
Portugal,10,3.0231435972751144,Europe,Western Europe,3.349,-0.3258564027248858,9.729961263806683,Low (< 4 Mha),overestimated
